id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
13819;DURDUR-Zone 5-Zone 3;DUR;DUR;Zone 5;Zone 3;1.58;1691;8001;99999999999
13820;DURELS-Zone 5-Zone 3;DUR;ELS;Zone 5;Zone 3;3.52;3966;8001;99999999999
13821;DURGRG-Zone 5-Zone 3;DUR;GRG;Zone 5;Zone 3;3.92;4616;8001;99999999999
13822;DURJNB-Zone 5-Zone 3;DUR;JNB;Zone 5;Zone 3;2.02;2949;8001;99999999999
13823;DURKIM-Zone 5-Zone 3;DUR;KIM;Zone 5;Zone 3;3.97;4166;8001;99999999999
13824;DURKLD-Zone 5-Zone 3;DUR;KLD;Zone 5;Zone 3;3.72;3966;8001;99999999999
13825;DURNLP-Zone 5-Zone 3;DUR;NLP;Zone 5;Zone 3;3.82;3966;8001;99999999999
13826;DURPLZ-Zone 5-Zone 3;DUR;PLZ;Zone 5;Zone 3;3.57;4266;8001;99999999999
13827;DURPTG-Zone 5-Zone 3;DUR;PTG;Zone 5;Zone 3;3.82;4466;8001;99999999999
13828;ELSBFN-Zone 5-Zone 3;ELS;BFN;Zone 5;Zone 3;3.77;3766;8001;99999999999
13829;ELSCPT-Zone 5-Zone 3;ELS;CPT;Zone 5;Zone 3;3.72;4766;8001;99999999999
13830;ELSDUR-Zone 5-Zone 3;ELS;DUR;Zone 5;Zone 3;3.52;3966;8001;99999999999
13831;ELSELS-Zone 5-Zone 3;ELS;ELS;Zone 5;Zone 3;2.9;3026;8001;99999999999
13832;ELSGRG-Zone 5-Zone 3;ELS;GRG;Zone 5;Zone 3;3.72;3466;8001;99999999999
13833;ELSJNB-Zone 5-Zone 3;ELS;JNB;Zone 5;Zone 3;3.87;4766;8001;99999999999
13834;ELSKIM-Zone 5-Zone 3;ELS;KIM;Zone 5;Zone 3;4.36;3966;8001;99999999999
13835;ELSKLD-Zone 5-Zone 3;ELS;KLD;Zone 5;Zone 3;3.92;4501;8001;99999999999
13836;ELSNLP-Zone 5-Zone 3;ELS;NLP;Zone 5;Zone 3;4.21;5166;8001;99999999999
13837;ELSPLZ-Zone 5-Zone 3;ELS;PLZ;Zone 5;Zone 3;3.23;3266;8001;99999999999
13838;ELSPTG-Zone 5-Zone 3;ELS;PTG;Zone 5;Zone 3;4.26;5166;8001;99999999999
13839;GRGBFN-Zone 5-Zone 3;GRG;BFN;Zone 5;Zone 3;3.87;3966;8001;99999999999
13840;GRGCPT-Zone 5-Zone 3;GRG;CPT;Zone 5;Zone 3;4.01;3866;8001;99999999999
13841;GRGDUR-Zone 5-Zone 3;GRG;DUR;Zone 5;Zone 3;3.92;4616;8001;99999999999
13842;GRGELS-Zone 5-Zone 3;GRG;ELS;Zone 5;Zone 3;3.72;3466;8001;99999999999
13843;GRGGRG-Zone 5-Zone 3;GRG;GRG;Zone 5;Zone 3;2.9;3026;8001;99999999999
13844;GRGJNB-Zone 5-Zone 3;GRG;JNB;Zone 5;Zone 3;4.14;4966;8001;99999999999
13845;GRGKIM-Zone 5-Zone 3;GRG;KIM;Zone 5;Zone 3;4.06;4266;8001;99999999999
13846;GRGKLD-Zone 5-Zone 3;GRG;KLD;Zone 5;Zone 3;4.14;4501;8001;99999999999
13847;GRGNLP-Zone 5-Zone 3;GRG;NLP;Zone 5;Zone 3;4.21;5466;8001;99999999999
13848;GRGPLZ-Zone 5-Zone 3;GRG;PLZ;Zone 5;Zone 3;3.72;3466;8001;99999999999
13849;GRGPTG-Zone 5-Zone 3;GRG;PTG;Zone 5;Zone 3;4.26;5466;8001;99999999999
13850;JNBBFN-Zone 5-Zone 3;JNB;BFN;Zone 5;Zone 3;3.33;3966;8001;99999999999
13851;JNBCPT-Zone 5-Zone 3;JNB;CPT;Zone 5;Zone 3;3.73;4501;8001;99999999999
13852;JNBDUR-Zone 5-Zone 3;JNB;DUR;Zone 5;Zone 3;2.02;2949;8001;99999999999
13853;JNBELS-Zone 5-Zone 3;JNB;ELS;Zone 5;Zone 3;3.87;4766;8001;99999999999
13854;JNBGRG-Zone 5-Zone 3;JNB;GRG;Zone 5;Zone 3;4.14;4966;8001;99999999999
13855;JNBJNB-Zone 5-Zone 3;JNB;JNB;Zone 5;Zone 3;1.58;1691;8001;99999999999
13856;JNBKIM-Zone 5-Zone 3;JNB;KIM;Zone 5;Zone 3;3.77;4166;8001;99999999999
13857;JNBKLD-Zone 5-Zone 3;JNB;KLD;Zone 5;Zone 3;3.23;3466;8001;99999999999
13858;JNBNLP-Zone 5-Zone 3;JNB;NLP;Zone 5;Zone 3;3.33;3266;8001;99999999999
13859;JNBPLZ-Zone 5-Zone 3;JNB;PLZ;Zone 5;Zone 3;3.73;4501;8001;99999999999
13860;JNBPTG-Zone 5-Zone 3;JNB;PTG;Zone 5;Zone 3;3.33;3666;8001;99999999999
13861;KIMBFN-Zone 5-Zone 3;KIM;BFN;Zone 5;Zone 3;3.23;3266;8001;99999999999
13862;KIMCPT-Zone 5-Zone 3;KIM;CPT;Zone 5;Zone 3;3.87;4266;8001;99999999999
13863;KIMDUR-Zone 5-Zone 3;KIM;DUR;Zone 5;Zone 3;3.97;4166;8001;99999999999
13864;KIMELS-Zone 5-Zone 3;KIM;ELS;Zone 5;Zone 3;4.36;3966;8001;99999999999
13865;KIMGRG-Zone 5-Zone 3;KIM;GRG;Zone 5;Zone 3;4.06;4266;8001;99999999999
13866;KIMJNB-Zone 5-Zone 3;KIM;JNB;Zone 5;Zone 3;3.77;4166;8001;99999999999
13867;KIMKIM-Zone 5-Zone 3;KIM;KIM;Zone 5;Zone 3;2.9;3026;8001;99999999999
13868;KIMKLD-Zone 5-Zone 3;KIM;KLD;Zone 5;Zone 3;4.01;3466;8001;99999999999
13869;KIMNLP-Zone 5-Zone 3;KIM;NLP;Zone 5;Zone 3;4.01;4501;8001;99999999999
13870;KIMPLZ-Zone 5-Zone 3;KIM;PLZ;Zone 5;Zone 3;3.97;3966;8001;99999999999
13871;KIMPTG-Zone 5-Zone 3;KIM;PTG;Zone 5;Zone 3;3.77;4501;8001;99999999999
13872;KLDBFN-Zone 5-Zone 3;KLD;BFN;Zone 5;Zone 3;3.28;3466;8001;99999999999
13873;KLDCPT-Zone 5-Zone 3;KLD;CPT;Zone 5;Zone 3;3.52;3466;8001;99999999999
13874;KLDDUR-Zone 5-Zone 3;KLD;DUR;Zone 5;Zone 3;3.72;3966;8001;99999999999
13875;KLDELS-Zone 5-Zone 3;KLD;ELS;Zone 5;Zone 3;3.92;4501;8001;99999999999
13876;KLDGRG-Zone 5-Zone 3;KLD;GRG;Zone 5;Zone 3;4.14;4501;8001;99999999999
13877;KLDJNB-Zone 5-Zone 3;KLD;JNB;Zone 5;Zone 3;3.23;3466;8001;99999999999
13878;KLDKIM-Zone 5-Zone 3;KLD;KIM;Zone 5;Zone 3;4.01;3466;8001;99999999999
13879;KLDKLD-Zone 5-Zone 3;KLD;KLD;Zone 5;Zone 3;2.8;3026;8001;99999999999
13880;KLDNLP-Zone 5-Zone 3;KLD;NLP;Zone 5;Zone 3;3.92;3966;8001;99999999999
13881;KLDPLZ-Zone 5-Zone 3;KLD;PLZ;Zone 5;Zone 3;3.37;4501;8001;99999999999
13882;KLDPTG-Zone 5-Zone 3;KLD;PTG;Zone 5;Zone 3;3.87;3966;8001;99999999999
13883;NLPBFN-Zone 5-Zone 3;NLP;BFN;Zone 5;Zone 3;3.47;3966;8001;99999999999
13884;NLPCPT-Zone 5-Zone 3;NLP;CPT;Zone 5;Zone 3;3.97;5166;8001;99999999999
13885;NLPDUR-Zone 5-Zone 3;NLP;DUR;Zone 5;Zone 3;3.82;3966;8001;99999999999
13886;NLPELS-Zone 5-Zone 3;NLP;ELS;Zone 5;Zone 3;4.21;5166;8001;99999999999
13887;NLPGRG-Zone 5-Zone 3;NLP;GRG;Zone 5;Zone 3;4.21;5466;8001;99999999999
13888;NLPJNB-Zone 5-Zone 3;NLP;JNB;Zone 5;Zone 3;3.33;3266;8001;99999999999
13889;NLPKIM-Zone 5-Zone 3;NLP;KIM;Zone 5;Zone 3;4.01;4501;8001;99999999999
13890;NLPKLD-Zone 5-Zone 3;NLP;KLD;Zone 5;Zone 3;3.92;3966;8001;99999999999
13891;NLPNLP-Zone 5-Zone 3;NLP;NLP;Zone 5;Zone 3;2.85;3026;8001;99999999999
13892;NLPPLZ-Zone 5-Zone 3;NLP;PLZ;Zone 5;Zone 3;3.77;5166;8001;99999999999
13893;NLPPTG-Zone 5-Zone 3;NLP;PTG;Zone 5;Zone 3;3.23;3666;8001;99999999999
13894;PLZBFN-Zone 5-Zone 3;PLZ;BFN;Zone 5;Zone 3;3.72;3766;8001;99999999999
13895;PLZCPT-Zone 5-Zone 3;PLZ;CPT;Zone 5;Zone 3;3.77;4501;8001;99999999999
13896;PLZDUR-Zone 5-Zone 3;PLZ;DUR;Zone 5;Zone 3;3.57;4266;8001;99999999999
13897;PLZELS-Zone 5-Zone 3;PLZ;ELS;Zone 5;Zone 3;3.23;3266;8001;99999999999
13898;PLZGRG-Zone 5-Zone 3;PLZ;GRG;Zone 5;Zone 3;3.72;3466;8001;99999999999
13899;PLZJNB-Zone 5-Zone 3;PLZ;JNB;Zone 5;Zone 3;3.73;4501;8001;99999999999
13900;PLZKIM-Zone 5-Zone 3;PLZ;KIM;Zone 5;Zone 3;3.97;3966;8001;99999999999
13901;PLZKLD-Zone 5-Zone 3;PLZ;KLD;Zone 5;Zone 3;3.37;4501;8001;99999999999
13902;PLZNLP-Zone 5-Zone 3;PLZ;NLP;Zone 5;Zone 3;3.77;5166;8001;99999999999
13903;PLZPLZ-Zone 5-Zone 3;PLZ;PLZ;Zone 5;Zone 3;1.58;1691;8001;99999999999
13904;PLZPTG-Zone 5-Zone 3;PLZ;PTG;Zone 5;Zone 3;3.82;5166;8001;99999999999
13905;PTGBFN-Zone 5-Zone 3;PTG;BFN;Zone 5;Zone 3;3.47;4466;8001;99999999999
13906;PTGCPT-Zone 5-Zone 3;PTG;CPT;Zone 5;Zone 3;3.97;5166;8001;99999999999
13907;PTGDUR-Zone 5-Zone 3;PTG;DUR;Zone 5;Zone 3;3.82;4466;8001;99999999999
13908;PTGELS-Zone 5-Zone 3;PTG;ELS;Zone 5;Zone 3;4.26;5166;8001;99999999999
13909;PTGGRG-Zone 5-Zone 3;PTG;GRG;Zone 5;Zone 3;4.26;5466;8001;99999999999
13910;PTGJNB-Zone 5-Zone 3;PTG;JNB;Zone 5;Zone 3;3.33;3666;8001;99999999999
13911;PTGKIM-Zone 5-Zone 3;PTG;KIM;Zone 5;Zone 3;3.77;4501;8001;99999999999
13912;PTGKLD-Zone 5-Zone 3;PTG;KLD;Zone 5;Zone 3;3.87;3966;8001;99999999999
13913;PTGNLP-Zone 5-Zone 3;PTG;NLP;Zone 5;Zone 3;3.23;3666;8001;99999999999
13914;PTGPLZ-Zone 5-Zone 3;PTG;PLZ;Zone 5;Zone 3;3.82;5166;8001;99999999999
13915;PTGPTG-Zone 5-Zone 3;PTG;PTG;Zone 5;Zone 3;2.85;3026;8001;99999999999
13916;BFNBFN-Zone 1-Zone 4;BFN;BFN;Zone 1;Zone 4;1.81;1571;8001;99999999999
13917;BFNCPT-Zone 1-Zone 4;BFN;CPT;Zone 1;Zone 4;2.43;2811;8001;99999999999
13918;BFNDUR-Zone 1-Zone 4;BFN;DUR;Zone 1;Zone 4;2.34;2511;8001;99999999999
13919;BFNELS-Zone 1-Zone 4;BFN;ELS;Zone 1;Zone 4;2.78;2311;8001;99999999999
13920;BFNGRG-Zone 1-Zone 4;BFN;GRG;Zone 1;Zone 4;2.88;2511;8001;99999999999
13921;BFNJNB-Zone 1-Zone 4;BFN;JNB;Zone 1;Zone 4;2.34;2511;8001;99999999999
13922;BFNKIM-Zone 1-Zone 4;BFN;KIM;Zone 1;Zone 4;2.24;1811;8001;99999999999
13923;BFNKLD-Zone 1-Zone 4;BFN;KLD;Zone 1;Zone 4;2.29;2011;8001;99999999999
13924;BFNNLP-Zone 1-Zone 4;BFN;NLP;Zone 1;Zone 4;2.48;2511;8001;99999999999
13925;BFNPLZ-Zone 1-Zone 4;BFN;PLZ;Zone 1;Zone 4;2.73;2311;8001;99999999999
13926;BFNPTG-Zone 1-Zone 4;BFN;PTG;Zone 1;Zone 4;2.48;3011;8001;99999999999
13927;CPTBFN-Zone 1-Zone 4;CPT;BFN;Zone 1;Zone 4;2.43;2811;8001;99999999999
13928;CPTCPT-Zone 1-Zone 4;CPT;CPT;Zone 1;Zone 4;1;985;8001;99999999999
13929;CPTDUR-Zone 1-Zone 4;CPT;DUR;Zone 1;Zone 4;2.38;3161;8001;99999999999
13930;CPTELS-Zone 1-Zone 4;CPT;ELS;Zone 1;Zone 4;2.73;3311;8001;99999999999
13931;CPTGRG-Zone 1-Zone 4;CPT;GRG;Zone 1;Zone 4;3.02;2411;8001;99999999999
13932;CPTJNB-Zone 1-Zone 4;CPT;JNB;Zone 1;Zone 4;2.74;3046;8001;99999999999
13933;CPTKIM-Zone 1-Zone 4;CPT;KIM;Zone 1;Zone 4;2.88;2811;8001;99999999999
13934;CPTKLD-Zone 1-Zone 4;CPT;KLD;Zone 1;Zone 4;2.53;2011;8001;99999999999
13935;CPTNLP-Zone 1-Zone 4;CPT;NLP;Zone 1;Zone 4;2.98;3711;8001;99999999999
13936;CPTPLZ-Zone 1-Zone 4;CPT;PLZ;Zone 1;Zone 4;2.78;3046;8001;99999999999
13937;CPTPTG-Zone 1-Zone 4;CPT;PTG;Zone 1;Zone 4;2.98;3711;8001;99999999999
13938;DURBFN-Zone 1-Zone 4;DUR;BFN;Zone 1;Zone 4;2.34;2511;8001;99999999999
13939;DURCPT-Zone 1-Zone 4;DUR;CPT;Zone 1;Zone 4;2.38;3161;8001;99999999999
13940;DURDUR-Zone 1-Zone 4;DUR;DUR;Zone 1;Zone 4;1;985;8001;99999999999
13941;DURELS-Zone 1-Zone 4;DUR;ELS;Zone 1;Zone 4;2.53;2511;8001;99999999999
13942;DURGRG-Zone 1-Zone 4;DUR;GRG;Zone 1;Zone 4;2.93;3161;8001;99999999999
13943;DURJNB-Zone 1-Zone 4;DUR;JNB;Zone 1;Zone 4;1.46;1979;8001;99999999999
13944;DURKIM-Zone 1-Zone 4;DUR;KIM;Zone 1;Zone 4;2.98;2711;8001;99999999999
13945;DURKLD-Zone 1-Zone 4;DUR;KLD;Zone 1;Zone 4;2.73;2511;8001;99999999999
13946;DURNLP-Zone 1-Zone 4;DUR;NLP;Zone 1;Zone 4;2.83;2511;8001;99999999999
13947;DURPLZ-Zone 1-Zone 4;DUR;PLZ;Zone 1;Zone 4;2.58;2811;8001;99999999999
13948;DURPTG-Zone 1-Zone 4;DUR;PTG;Zone 1;Zone 4;2.83;3011;8001;99999999999
13949;ELSBFN-Zone 1-Zone 4;ELS;BFN;Zone 1;Zone 4;2.78;2311;8001;99999999999
13950;ELSCPT-Zone 1-Zone 4;ELS;CPT;Zone 1;Zone 4;2.73;3311;8001;99999999999
13951;ELSDUR-Zone 1-Zone 4;ELS;DUR;Zone 1;Zone 4;2.53;2511;8001;99999999999
13952;ELSELS-Zone 1-Zone 4;ELS;ELS;Zone 1;Zone 4;1.91;1571;8001;99999999999
13953;ELSGRG-Zone 1-Zone 4;ELS;GRG;Zone 1;Zone 4;2.73;2011;8001;99999999999
13954;ELSJNB-Zone 1-Zone 4;ELS;JNB;Zone 1;Zone 4;2.88;3311;8001;99999999999
13955;ELSKIM-Zone 1-Zone 4;ELS;KIM;Zone 1;Zone 4;3.37;2511;8001;99999999999
13956;ELSKLD-Zone 1-Zone 4;ELS;KLD;Zone 1;Zone 4;2.93;3046;8001;99999999999
13957;ELSNLP-Zone 1-Zone 4;ELS;NLP;Zone 1;Zone 4;3.22;3711;8001;99999999999
13958;ELSPLZ-Zone 1-Zone 4;ELS;PLZ;Zone 1;Zone 4;2.24;1811;8001;99999999999
13959;ELSPTG-Zone 1-Zone 4;ELS;PTG;Zone 1;Zone 4;3.27;3711;8001;99999999999
13960;GRGBFN-Zone 1-Zone 4;GRG;BFN;Zone 1;Zone 4;2.88;2511;8001;99999999999
13961;GRGCPT-Zone 1-Zone 4;GRG;CPT;Zone 1;Zone 4;3.02;2411;8001;99999999999
13962;GRGDUR-Zone 1-Zone 4;GRG;DUR;Zone 1;Zone 4;2.93;3161;8001;99999999999
13963;GRGELS-Zone 1-Zone 4;GRG;ELS;Zone 1;Zone 4;2.73;2011;8001;99999999999
13964;GRGGRG-Zone 1-Zone 4;GRG;GRG;Zone 1;Zone 4;1.91;1571;8001;99999999999
13965;GRGJNB-Zone 1-Zone 4;GRG;JNB;Zone 1;Zone 4;3.15;3511;8001;99999999999
13966;GRGKIM-Zone 1-Zone 4;GRG;KIM;Zone 1;Zone 4;3.07;2811;8001;99999999999
13967;GRGKLD-Zone 1-Zone 4;GRG;KLD;Zone 1;Zone 4;3.15;3046;8001;99999999999
13968;GRGNLP-Zone 1-Zone 4;GRG;NLP;Zone 1;Zone 4;3.22;4011;8001;99999999999
13969;GRGPLZ-Zone 1-Zone 4;GRG;PLZ;Zone 1;Zone 4;2.73;2011;8001;99999999999
13970;GRGPTG-Zone 1-Zone 4;GRG;PTG;Zone 1;Zone 4;3.27;4011;8001;99999999999
13971;JNBBFN-Zone 1-Zone 4;JNB;BFN;Zone 1;Zone 4;2.34;2511;8001;99999999999
13972;JNBCPT-Zone 1-Zone 4;JNB;CPT;Zone 1;Zone 4;2.74;3046;8001;99999999999
13973;JNBDUR-Zone 1-Zone 4;JNB;DUR;Zone 1;Zone 4;1.46;1979;8001;99999999999
13974;JNBELS-Zone 1-Zone 4;JNB;ELS;Zone 1;Zone 4;2.88;3311;8001;99999999999
13975;JNBGRG-Zone 1-Zone 4;JNB;GRG;Zone 1;Zone 4;3.15;3511;8001;99999999999
13976;JNBJNB-Zone 1-Zone 4;JNB;JNB;Zone 1;Zone 4;1;985;8001;99999999999
13977;JNBKIM-Zone 1-Zone 4;JNB;KIM;Zone 1;Zone 4;2.78;2711;8001;99999999999
13978;JNBKLD-Zone 1-Zone 4;JNB;KLD;Zone 1;Zone 4;2.24;2011;8001;99999999999
13979;JNBNLP-Zone 1-Zone 4;JNB;NLP;Zone 1;Zone 4;2.34;1811;8001;99999999999
13980;JNBPLZ-Zone 1-Zone 4;JNB;PLZ;Zone 1;Zone 4;2.74;3046;8001;99999999999
13981;JNBPTG-Zone 1-Zone 4;JNB;PTG;Zone 1;Zone 4;2.34;2211;8001;99999999999
13982;KIMBFN-Zone 1-Zone 4;KIM;BFN;Zone 1;Zone 4;2.24;1811;8001;99999999999
13983;KIMCPT-Zone 1-Zone 4;KIM;CPT;Zone 1;Zone 4;2.88;2811;8001;99999999999
13984;KIMDUR-Zone 1-Zone 4;KIM;DUR;Zone 1;Zone 4;2.98;2711;8001;99999999999
13985;KIMELS-Zone 1-Zone 4;KIM;ELS;Zone 1;Zone 4;3.37;2511;8001;99999999999
13986;KIMGRG-Zone 1-Zone 4;KIM;GRG;Zone 1;Zone 4;3.07;2811;8001;99999999999
13987;KIMJNB-Zone 1-Zone 4;KIM;JNB;Zone 1;Zone 4;2.78;2711;8001;99999999999
13988;KIMKIM-Zone 1-Zone 4;KIM;KIM;Zone 1;Zone 4;1.91;1571;8001;99999999999
13989;KIMKLD-Zone 1-Zone 4;KIM;KLD;Zone 1;Zone 4;3.02;2011;8001;99999999999
13990;KIMNLP-Zone 1-Zone 4;KIM;NLP;Zone 1;Zone 4;3.02;3046;8001;99999999999
13991;KIMPLZ-Zone 1-Zone 4;KIM;PLZ;Zone 1;Zone 4;2.98;2511;8001;99999999999
13992;KIMPTG-Zone 1-Zone 4;KIM;PTG;Zone 1;Zone 4;2.78;3046;8001;99999999999
13993;KLDBFN-Zone 1-Zone 4;KLD;BFN;Zone 1;Zone 4;2.29;2011;8001;99999999999
13994;KLDCPT-Zone 1-Zone 4;KLD;CPT;Zone 1;Zone 4;2.53;2011;8001;99999999999
13995;KLDDUR-Zone 1-Zone 4;KLD;DUR;Zone 1;Zone 4;2.73;2511;8001;99999999999
13996;KLDELS-Zone 1-Zone 4;KLD;ELS;Zone 1;Zone 4;2.93;3046;8001;99999999999
13997;KLDGRG-Zone 1-Zone 4;KLD;GRG;Zone 1;Zone 4;3.15;3046;8001;99999999999
13998;KLDJNB-Zone 1-Zone 4;KLD;JNB;Zone 1;Zone 4;2.24;2011;8001;99999999999
13999;KLDKIM-Zone 1-Zone 4;KLD;KIM;Zone 1;Zone 4;3.02;2011;8001;99999999999
14000;KLDKLD-Zone 1-Zone 4;KLD;KLD;Zone 1;Zone 4;1.81;1571;8001;99999999999
14001;KLDNLP-Zone 1-Zone 4;KLD;NLP;Zone 1;Zone 4;2.93;2511;8001;99999999999
14002;KLDPLZ-Zone 1-Zone 4;KLD;PLZ;Zone 1;Zone 4;2.38;3046;8001;99999999999
14003;KLDPTG-Zone 1-Zone 4;KLD;PTG;Zone 1;Zone 4;2.88;2511;8001;99999999999
14004;NLPBFN-Zone 1-Zone 4;NLP;BFN;Zone 1;Zone 4;2.48;2511;8001;99999999999
14005;NLPCPT-Zone 1-Zone 4;NLP;CPT;Zone 1;Zone 4;2.98;3711;8001;99999999999
14006;NLPDUR-Zone 1-Zone 4;NLP;DUR;Zone 1;Zone 4;2.83;2511;8001;99999999999
14007;NLPELS-Zone 1-Zone 4;NLP;ELS;Zone 1;Zone 4;3.22;3711;8001;99999999999
14008;NLPGRG-Zone 1-Zone 4;NLP;GRG;Zone 1;Zone 4;3.22;4011;8001;99999999999
14009;NLPJNB-Zone 1-Zone 4;NLP;JNB;Zone 1;Zone 4;2.34;1811;8001;99999999999
14010;NLPKIM-Zone 1-Zone 4;NLP;KIM;Zone 1;Zone 4;3.02;3046;8001;99999999999
14011;NLPKLD-Zone 1-Zone 4;NLP;KLD;Zone 1;Zone 4;2.93;2511;8001;99999999999
14012;NLPNLP-Zone 1-Zone 4;NLP;NLP;Zone 1;Zone 4;1.86;1571;8001;99999999999
14013;NLPPLZ-Zone 1-Zone 4;NLP;PLZ;Zone 1;Zone 4;2.78;3711;8001;99999999999
14014;NLPPTG-Zone 1-Zone 4;NLP;PTG;Zone 1;Zone 4;2.24;2211;8001;99999999999
14015;PLZBFN-Zone 1-Zone 4;PLZ;BFN;Zone 1;Zone 4;2.73;2311;8001;99999999999
14016;PLZCPT-Zone 1-Zone 4;PLZ;CPT;Zone 1;Zone 4;2.78;3046;8001;99999999999
14017;PLZDUR-Zone 1-Zone 4;PLZ;DUR;Zone 1;Zone 4;2.58;2811;8001;99999999999
14018;PLZELS-Zone 1-Zone 4;PLZ;ELS;Zone 1;Zone 4;2.24;1811;8001;99999999999
14019;PLZGRG-Zone 1-Zone 4;PLZ;GRG;Zone 1;Zone 4;2.73;2011;8001;99999999999
14020;PLZJNB-Zone 1-Zone 4;PLZ;JNB;Zone 1;Zone 4;2.74;3046;8001;99999999999
14021;PLZKIM-Zone 1-Zone 4;PLZ;KIM;Zone 1;Zone 4;2.98;2511;8001;99999999999
14022;PLZKLD-Zone 1-Zone 4;PLZ;KLD;Zone 1;Zone 4;2.38;3046;8001;99999999999
14023;PLZNLP-Zone 1-Zone 4;PLZ;NLP;Zone 1;Zone 4;2.78;3711;8001;99999999999
14024;PLZPLZ-Zone 1-Zone 4;PLZ;PLZ;Zone 1;Zone 4;1;985;8001;99999999999
14025;PLZPTG-Zone 1-Zone 4;PLZ;PTG;Zone 1;Zone 4;2.83;3711;8001;99999999999
14026;PTGBFN-Zone 1-Zone 4;PTG;BFN;Zone 1;Zone 4;2.48;3011;8001;99999999999
14027;PTGCPT-Zone 1-Zone 4;PTG;CPT;Zone 1;Zone 4;2.98;3711;8001;99999999999
14028;PTGDUR-Zone 1-Zone 4;PTG;DUR;Zone 1;Zone 4;2.83;3011;8001;99999999999
14029;PTGELS-Zone 1-Zone 4;PTG;ELS;Zone 1;Zone 4;3.27;3711;8001;99999999999
14030;PTGGRG-Zone 1-Zone 4;PTG;GRG;Zone 1;Zone 4;3.27;4011;8001;99999999999
14031;PTGJNB-Zone 1-Zone 4;PTG;JNB;Zone 1;Zone 4;2.34;2211;8001;99999999999
14032;PTGKIM-Zone 1-Zone 4;PTG;KIM;Zone 1;Zone 4;2.78;3046;8001;99999999999
14033;PTGKLD-Zone 1-Zone 4;PTG;KLD;Zone 1;Zone 4;2.88;2511;8001;99999999999
14034;PTGNLP-Zone 1-Zone 4;PTG;NLP;Zone 1;Zone 4;2.24;2211;8001;99999999999
14035;PTGPLZ-Zone 1-Zone 4;PTG;PLZ;Zone 1;Zone 4;2.83;3711;8001;99999999999
14036;PTGPTG-Zone 1-Zone 4;PTG;PTG;Zone 1;Zone 4;1.86;1571;8001;99999999999
14037;BFNBFN-Zone 2-Zone 4;BFN;BFN;Zone 2;Zone 4;2.13;1877;8001;99999999999
14038;BFNCPT-Zone 2-Zone 4;BFN;CPT;Zone 2;Zone 4;2.75;3117;8001;99999999999
14039;BFNDUR-Zone 2-Zone 4;BFN;DUR;Zone 2;Zone 4;2.66;2817;8001;99999999999
14040;BFNELS-Zone 2-Zone 4;BFN;ELS;Zone 2;Zone 4;3.1;2617;8001;99999999999
14041;BFNGRG-Zone 2-Zone 4;BFN;GRG;Zone 2;Zone 4;3.2;2817;8001;99999999999
14042;BFNJNB-Zone 2-Zone 4;BFN;JNB;Zone 2;Zone 4;2.66;2817;8001;99999999999
14043;BFNKIM-Zone 2-Zone 4;BFN;KIM;Zone 2;Zone 4;2.56;2117;8001;99999999999
14044;BFNKLD-Zone 2-Zone 4;BFN;KLD;Zone 2;Zone 4;2.61;2317;8001;99999999999
14045;BFNNLP-Zone 2-Zone 4;BFN;NLP;Zone 2;Zone 4;2.8;2817;8001;99999999999
14046;BFNPLZ-Zone 2-Zone 4;BFN;PLZ;Zone 2;Zone 4;3.05;2617;8001;99999999999
14047;BFNPTG-Zone 2-Zone 4;BFN;PTG;Zone 2;Zone 4;2.8;3317;8001;99999999999
14048;CPTBFN-Zone 2-Zone 4;CPT;BFN;Zone 2;Zone 4;2.75;3117;8001;99999999999
14049;CPTCPT-Zone 2-Zone 4;CPT;CPT;Zone 2;Zone 4;1.11;1054;8001;99999999999
14050;CPTDUR-Zone 2-Zone 4;CPT;DUR;Zone 2;Zone 4;2.7;3467;8001;99999999999
14051;CPTELS-Zone 2-Zone 4;CPT;ELS;Zone 2;Zone 4;3.05;3617;8001;99999999999
14052;CPTGRG-Zone 2-Zone 4;CPT;GRG;Zone 2;Zone 4;3.34;2717;8001;99999999999
14053;CPTJNB-Zone 2-Zone 4;CPT;JNB;Zone 2;Zone 4;3.06;3352;8001;99999999999
14054;CPTKIM-Zone 2-Zone 4;CPT;KIM;Zone 2;Zone 4;3.2;3117;8001;99999999999
14055;CPTKLD-Zone 2-Zone 4;CPT;KLD;Zone 2;Zone 4;2.85;2317;8001;99999999999
14056;CPTNLP-Zone 2-Zone 4;CPT;NLP;Zone 2;Zone 4;3.3;4017;8001;99999999999
14057;CPTPLZ-Zone 2-Zone 4;CPT;PLZ;Zone 2;Zone 4;3.1;3352;8001;99999999999
14058;CPTPTG-Zone 2-Zone 4;CPT;PTG;Zone 2;Zone 4;3.3;4017;8001;99999999999
14059;DURBFN-Zone 2-Zone 4;DUR;BFN;Zone 2;Zone 4;2.66;2817;8001;99999999999
14060;DURCPT-Zone 2-Zone 4;DUR;CPT;Zone 2;Zone 4;2.7;3467;8001;99999999999
14061;DURDUR-Zone 2-Zone 4;DUR;DUR;Zone 2;Zone 4;1.11;1054;8001;99999999999
14062;DURELS-Zone 2-Zone 4;DUR;ELS;Zone 2;Zone 4;2.85;2817;8001;99999999999
