id;location_string;source;destination;source_zone;destination_zone;eco_rate;eco_min_rate;eco_min;eco_max;exp_rate;exp_min_rate;exp_min;exp_max;mod_of_trans
20935;BFNCPT-Zone4-Zone5;BFN;CPT;Zone 4;Zone 5;0;880;1001;3000;A
20936;BFNDUR-Zone4-Zone5;BFN;DUR;Zone 4;Zone 5;0;880;1001;3000;A
20937;BFNELS-Zone4-Zone5;BFN;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20938;BFNGRG-Zone4-Zone5;BFN;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20939;BFNJNB-Zone4-Zone5;BFN;JNB;Zone 4;Zone 5;0;880;1001;3000;A
20940;BFNKIM-Zone4-Zone5;BFN;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20941;BFNKLD-Zone4-Zone5;BFN;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20942;BFNNLP-Zone4-Zone5;BFN;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20943;BFNPLZ-Zone4-Zone5;BFN;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20944;BFNPTG-Zone4-Zone5;BFN;PTG;Zone 4;Zone 5;0;880;1001;3000;A
20945;CPTBFN-Zone4-Zone5;CPT;BFN;Zone 4;Zone 5;0;880;1001;3000;A
20946;CPTCPT-Zone4-Zone5;CPT;CPT;Zone 4;Zone 5;3.16;1180;1001;3000;A
20947;CPTDUR-Zone4-Zone5;CPT;DUR;Zone 4;Zone 5;0;880;1001;3000;A
20948;CPTELS-Zone4-Zone5;CPT;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20949;CPTGRG-Zone4-Zone5;CPT;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20950;CPTJNB-Zone4-Zone5;CPT;JNB;Zone 4;Zone 5;0;880;1001;3000;A
20951;CPTKIM-Zone4-Zone5;CPT;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20952;CPTKLD-Zone4-Zone5;CPT;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20953;CPTNLP-Zone4-Zone5;CPT;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20954;CPTPLZ-Zone4-Zone5;CPT;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20955;CPTPTG-Zone4-Zone5;CPT;PTG;Zone 4;Zone 5;0;880;1001;3000;A
20956;DURBFN-Zone4-Zone5;DUR;BFN;Zone 4;Zone 5;0;880;1001;3000;A
20957;DURCPT-Zone4-Zone5;DUR;CPT;Zone 4;Zone 5;0;880;1001;3000;A
20958;DURDUR-Zone4-Zone5;DUR;DUR;Zone 4;Zone 5;3.16;1180;1001;3000;A
20959;DURELS-Zone4-Zone5;DUR;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20960;DURGRG-Zone4-Zone5;DUR;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20961;DURJNB-Zone4-Zone5;DUR;JNB;Zone 4;Zone 5;0;880;1001;3000;A
20962;DURKIM-Zone4-Zone5;DUR;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20963;DURKLD-Zone4-Zone5;DUR;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20964;DURNLP-Zone4-Zone5;DUR;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20965;DURPLZ-Zone4-Zone5;DUR;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20966;DURPTG-Zone4-Zone5;DUR;PTG;Zone 4;Zone 5;0;880;1001;3000;A
20967;ELSBFN-Zone4-Zone5;ELS;BFN;Zone 4;Zone 5;0;880;1001;3000;A
20968;ELSCPT-Zone4-Zone5;ELS;CPT;Zone 4;Zone 5;0;880;1001;3000;A
20969;ELSDUR-Zone4-Zone5;ELS;DUR;Zone 4;Zone 5;0;880;1001;3000;A
20970;ELSELS-Zone4-Zone5;ELS;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20971;ELSGRG-Zone4-Zone5;ELS;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20972;ELSJNB-Zone4-Zone5;ELS;JNB;Zone 4;Zone 5;0;880;1001;3000;A
20973;ELSKIM-Zone4-Zone5;ELS;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20974;ELSKLD-Zone4-Zone5;ELS;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20975;ELSNLP-Zone4-Zone5;ELS;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20976;ELSPLZ-Zone4-Zone5;ELS;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20977;ELSPTG-Zone4-Zone5;ELS;PTG;Zone 4;Zone 5;0;880;1001;3000;A
20978;GRGBFN-Zone4-Zone5;GRG;BFN;Zone 4;Zone 5;0;880;1001;3000;A
20979;GRGCPT-Zone4-Zone5;GRG;CPT;Zone 4;Zone 5;0;880;1001;3000;A
20980;GRGDUR-Zone4-Zone5;GRG;DUR;Zone 4;Zone 5;0;880;1001;3000;A
20981;GRGELS-Zone4-Zone5;GRG;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20982;GRGGRG-Zone4-Zone5;GRG;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20983;GRGJNB-Zone4-Zone5;GRG;JNB;Zone 4;Zone 5;0;880;1001;3000;A
20984;GRGKIM-Zone4-Zone5;GRG;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20985;GRGKLD-Zone4-Zone5;GRG;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20986;GRGNLP-Zone4-Zone5;GRG;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20987;GRGPLZ-Zone4-Zone5;GRG;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20988;GRGPTG-Zone4-Zone5;GRG;PTG;Zone 4;Zone 5;0;880;1001;3000;A
20989;JNBBFN-Zone4-Zone5;JNB;BFN;Zone 4;Zone 5;0;880;1001;3000;A
20990;JNBCPT-Zone4-Zone5;JNB;CPT;Zone 4;Zone 5;0;880;1001;3000;A
20991;JNBDUR-Zone4-Zone5;JNB;DUR;Zone 4;Zone 5;0;880;1001;3000;A
20992;JNBELS-Zone4-Zone5;JNB;ELS;Zone 4;Zone 5;0;880;1001;3000;A
20993;JNBGRG-Zone4-Zone5;JNB;GRG;Zone 4;Zone 5;0;880;1001;3000;A
20994;JNBJNB-Zone4-Zone5;JNB;JNB;Zone 4;Zone 5;3.16;1180;1001;3000;A
20995;JNBKIM-Zone4-Zone5;JNB;KIM;Zone 4;Zone 5;0;880;1001;3000;A
20996;JNBKLD-Zone4-Zone5;JNB;KLD;Zone 4;Zone 5;0;880;1001;3000;A
20997;JNBNLP-Zone4-Zone5;JNB;NLP;Zone 4;Zone 5;0;880;1001;3000;A
20998;JNBPLZ-Zone4-Zone5;JNB;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
20999;JNBPTG-Zone4-Zone5;JNB;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21000;KIMBFN-Zone4-Zone5;KIM;BFN;Zone 4;Zone 5;0;880;1001;3000;A
21001;KIMCPT-Zone4-Zone5;KIM;CPT;Zone 4;Zone 5;0;880;1001;3000;A
21002;KIMDUR-Zone4-Zone5;KIM;DUR;Zone 4;Zone 5;0;880;1001;3000;A
21003;KIMELS-Zone4-Zone5;KIM;ELS;Zone 4;Zone 5;0;880;1001;3000;A
21004;KIMGRG-Zone4-Zone5;KIM;GRG;Zone 4;Zone 5;0;880;1001;3000;A
21005;KIMJNB-Zone4-Zone5;KIM;JNB;Zone 4;Zone 5;0;880;1001;3000;A
21006;KIMKIM-Zone4-Zone5;KIM;KIM;Zone 4;Zone 5;0;880;1001;3000;A
21007;KIMKLD-Zone4-Zone5;KIM;KLD;Zone 4;Zone 5;0;880;1001;3000;A
21008;KIMNLP-Zone4-Zone5;KIM;NLP;Zone 4;Zone 5;0;880;1001;3000;A
21009;KIMPLZ-Zone4-Zone5;KIM;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
21010;KIMPTG-Zone4-Zone5;KIM;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21011;KLDBFN-Zone4-Zone5;KLD;BFN;Zone 4;Zone 5;0;880;1001;3000;A
21012;KLDCPT-Zone4-Zone5;KLD;CPT;Zone 4;Zone 5;0;880;1001;3000;A
21013;KLDDUR-Zone4-Zone5;KLD;DUR;Zone 4;Zone 5;0;880;1001;3000;A
21014;KLDELS-Zone4-Zone5;KLD;ELS;Zone 4;Zone 5;0;880;1001;3000;A
21015;KLDGRG-Zone4-Zone5;KLD;GRG;Zone 4;Zone 5;0;880;1001;3000;A
21016;KLDJNB-Zone4-Zone5;KLD;JNB;Zone 4;Zone 5;0;880;1001;3000;A
21017;KLDKIM-Zone4-Zone5;KLD;KIM;Zone 4;Zone 5;0;880;1001;3000;A
21018;KLDKLD-Zone4-Zone5;KLD;KLD;Zone 4;Zone 5;0;880;1001;3000;A
21019;KLDNLP-Zone4-Zone5;KLD;NLP;Zone 4;Zone 5;0;880;1001;3000;A
21020;KLDPLZ-Zone4-Zone5;KLD;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
21021;KLDPTG-Zone4-Zone5;KLD;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21022;NLPBFN-Zone4-Zone5;NLP;BFN;Zone 4;Zone 5;0;880;1001;3000;A
21023;NLPCPT-Zone4-Zone5;NLP;CPT;Zone 4;Zone 5;0;880;1001;3000;A
21024;NLPDUR-Zone4-Zone5;NLP;DUR;Zone 4;Zone 5;0;880;1001;3000;A
21025;NLPELS-Zone4-Zone5;NLP;ELS;Zone 4;Zone 5;0;880;1001;3000;A
21026;NLPGRG-Zone4-Zone5;NLP;GRG;Zone 4;Zone 5;0;880;1001;3000;A
21027;NLPJNB-Zone4-Zone5;NLP;JNB;Zone 4;Zone 5;0;880;1001;3000;A
21028;NLPKIM-Zone4-Zone5;NLP;KIM;Zone 4;Zone 5;0;880;1001;3000;A
21029;NLPKLD-Zone4-Zone5;NLP;KLD;Zone 4;Zone 5;0;880;1001;3000;A
21030;NLPNLP-Zone4-Zone5;NLP;NLP;Zone 4;Zone 5;0;880;1001;3000;A
21031;NLPPLZ-Zone4-Zone5;NLP;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
21032;NLPPTG-Zone4-Zone5;NLP;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21033;PLZBFN-Zone4-Zone5;PLZ;BFN;Zone 4;Zone 5;0;880;1001;3000;A
21034;PLZCPT-Zone4-Zone5;PLZ;CPT;Zone 4;Zone 5;0;880;1001;3000;A
21035;PLZDUR-Zone4-Zone5;PLZ;DUR;Zone 4;Zone 5;0;880;1001;3000;A
21036;PLZELS-Zone4-Zone5;PLZ;ELS;Zone 4;Zone 5;0;880;1001;3000;A
21037;PLZGRG-Zone4-Zone5;PLZ;GRG;Zone 4;Zone 5;0;880;1001;3000;A
21038;PLZJNB-Zone4-Zone5;PLZ;JNB;Zone 4;Zone 5;0;880;1001;3000;A
21039;PLZKIM-Zone4-Zone5;PLZ;KIM;Zone 4;Zone 5;0;880;1001;3000;A
21040;PLZKLD-Zone4-Zone5;PLZ;KLD;Zone 4;Zone 5;0;880;1001;3000;A
21041;PLZNLP-Zone4-Zone5;PLZ;NLP;Zone 4;Zone 5;0;880;1001;3000;A
21042;PLZPLZ-Zone4-Zone5;PLZ;PLZ;Zone 4;Zone 5;3.16;1180;1001;3000;A
21043;PLZPTG-Zone4-Zone5;PLZ;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21044;PTGBFN-Zone4-Zone5;PTG;BFN;Zone 4;Zone 5;0;880;1001;3000;A
21045;PTGCPT-Zone4-Zone5;PTG;CPT;Zone 4;Zone 5;0;880;1001;3000;A
21046;PTGDUR-Zone4-Zone5;PTG;DUR;Zone 4;Zone 5;0;880;1001;3000;A
21047;PTGELS-Zone4-Zone5;PTG;ELS;Zone 4;Zone 5;0;880;1001;3000;A
21048;PTGGRG-Zone4-Zone5;PTG;GRG;Zone 4;Zone 5;0;880;1001;3000;A
21049;PTGJNB-Zone4-Zone5;PTG;JNB;Zone 4;Zone 5;0;880;1001;3000;A
21050;PTGKIM-Zone4-Zone5;PTG;KIM;Zone 4;Zone 5;0;880;1001;3000;A
21051;PTGKLD-Zone4-Zone5;PTG;KLD;Zone 4;Zone 5;0;880;1001;3000;A
21052;PTGNLP-Zone4-Zone5;PTG;NLP;Zone 4;Zone 5;0;880;1001;3000;A
21053;PTGPLZ-Zone4-Zone5;PTG;PLZ;Zone 4;Zone 5;0;880;1001;3000;A
21054;PTGPTG-Zone4-Zone5;PTG;PTG;Zone 4;Zone 5;0;880;1001;3000;A
21055;BFNBFN-Zone5-Zone5;BFN;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21056;BFNCPT-Zone5-Zone5;BFN;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21057;BFNDUR-Zone5-Zone5;BFN;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21058;BFNELS-Zone5-Zone5;BFN;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21059;BFNGRG-Zone5-Zone5;BFN;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21060;BFNJNB-Zone5-Zone5;BFN;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21061;BFNKIM-Zone5-Zone5;BFN;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21062;BFNKLD-Zone5-Zone5;BFN;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21063;BFNNLP-Zone5-Zone5;BFN;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21064;BFNPLZ-Zone5-Zone5;BFN;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21065;BFNPTG-Zone5-Zone5;BFN;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21066;CPTBFN-Zone5-Zone5;CPT;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21067;CPTCPT-Zone5-Zone5;CPT;CPT;Zone 5;Zone 5;3.41;1300;1001;3000;A
21068;CPTDUR-Zone5-Zone5;CPT;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21069;CPTELS-Zone5-Zone5;CPT;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21070;CPTGRG-Zone5-Zone5;CPT;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21071;CPTJNB-Zone5-Zone5;CPT;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21072;CPTKIM-Zone5-Zone5;CPT;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21073;CPTKLD-Zone5-Zone5;CPT;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21074;CPTNLP-Zone5-Zone5;CPT;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21075;CPTPLZ-Zone5-Zone5;CPT;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21076;CPTPTG-Zone5-Zone5;CPT;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21077;DURBFN-Zone5-Zone5;DUR;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21078;DURCPT-Zone5-Zone5;DUR;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21079;DURDUR-Zone5-Zone5;DUR;DUR;Zone 5;Zone 5;3.41;1300;1001;3000;A
21080;DURELS-Zone5-Zone5;DUR;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21081;DURGRG-Zone5-Zone5;DUR;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21082;DURJNB-Zone5-Zone5;DUR;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21083;DURKIM-Zone5-Zone5;DUR;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21084;DURKLD-Zone5-Zone5;DUR;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21085;DURNLP-Zone5-Zone5;DUR;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21086;DURPLZ-Zone5-Zone5;DUR;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21087;DURPTG-Zone5-Zone5;DUR;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21088;ELSBFN-Zone5-Zone5;ELS;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21089;ELSCPT-Zone5-Zone5;ELS;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21090;ELSDUR-Zone5-Zone5;ELS;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21091;ELSELS-Zone5-Zone5;ELS;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21092;ELSGRG-Zone5-Zone5;ELS;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21093;ELSJNB-Zone5-Zone5;ELS;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21094;ELSKIM-Zone5-Zone5;ELS;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21095;ELSKLD-Zone5-Zone5;ELS;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21096;ELSNLP-Zone5-Zone5;ELS;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21097;ELSPLZ-Zone5-Zone5;ELS;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21098;ELSPTG-Zone5-Zone5;ELS;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21099;GRGBFN-Zone5-Zone5;GRG;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21100;GRGCPT-Zone5-Zone5;GRG;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21101;GRGDUR-Zone5-Zone5;GRG;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21102;GRGELS-Zone5-Zone5;GRG;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21103;GRGGRG-Zone5-Zone5;GRG;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21104;GRGJNB-Zone5-Zone5;GRG;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21105;GRGKIM-Zone5-Zone5;GRG;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21106;GRGKLD-Zone5-Zone5;GRG;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21107;GRGNLP-Zone5-Zone5;GRG;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21108;GRGPLZ-Zone5-Zone5;GRG;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21109;GRGPTG-Zone5-Zone5;GRG;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21110;JNBBFN-Zone5-Zone5;JNB;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21111;JNBCPT-Zone5-Zone5;JNB;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21112;JNBDUR-Zone5-Zone5;JNB;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21113;JNBELS-Zone5-Zone5;JNB;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21114;JNBGRG-Zone5-Zone5;JNB;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21115;JNBJNB-Zone5-Zone5;JNB;JNB;Zone 5;Zone 5;3.41;1300;1001;3000;A
21116;JNBKIM-Zone5-Zone5;JNB;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21117;JNBKLD-Zone5-Zone5;JNB;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21118;JNBNLP-Zone5-Zone5;JNB;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21119;JNBPLZ-Zone5-Zone5;JNB;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21120;JNBPTG-Zone5-Zone5;JNB;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21121;KIMBFN-Zone5-Zone5;KIM;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21122;KIMCPT-Zone5-Zone5;KIM;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21123;KIMDUR-Zone5-Zone5;KIM;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21124;KIMELS-Zone5-Zone5;KIM;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21125;KIMGRG-Zone5-Zone5;KIM;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21126;KIMJNB-Zone5-Zone5;KIM;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21127;KIMKIM-Zone5-Zone5;KIM;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21128;KIMKLD-Zone5-Zone5;KIM;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21129;KIMNLP-Zone5-Zone5;KIM;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21130;KIMPLZ-Zone5-Zone5;KIM;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21131;KIMPTG-Zone5-Zone5;KIM;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21132;KLDBFN-Zone5-Zone5;KLD;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21133;KLDCPT-Zone5-Zone5;KLD;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21134;KLDDUR-Zone5-Zone5;KLD;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21135;KLDELS-Zone5-Zone5;KLD;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21136;KLDGRG-Zone5-Zone5;KLD;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21137;KLDJNB-Zone5-Zone5;KLD;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21138;KLDKIM-Zone5-Zone5;KLD;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21139;KLDKLD-Zone5-Zone5;KLD;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21140;KLDNLP-Zone5-Zone5;KLD;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21141;KLDPLZ-Zone5-Zone5;KLD;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21142;KLDPTG-Zone5-Zone5;KLD;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21143;NLPBFN-Zone5-Zone5;NLP;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21144;NLPCPT-Zone5-Zone5;NLP;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21145;NLPDUR-Zone5-Zone5;NLP;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21146;NLPELS-Zone5-Zone5;NLP;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21147;NLPGRG-Zone5-Zone5;NLP;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21148;NLPJNB-Zone5-Zone5;NLP;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21149;NLPKIM-Zone5-Zone5;NLP;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21150;NLPKLD-Zone5-Zone5;NLP;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21151;NLPNLP-Zone5-Zone5;NLP;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21152;NLPPLZ-Zone5-Zone5;NLP;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21153;NLPPTG-Zone5-Zone5;NLP;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21154;PLZBFN-Zone5-Zone5;PLZ;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21155;PLZCPT-Zone5-Zone5;PLZ;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21156;PLZDUR-Zone5-Zone5;PLZ;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21157;PLZELS-Zone5-Zone5;PLZ;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21158;PLZGRG-Zone5-Zone5;PLZ;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21159;PLZJNB-Zone5-Zone5;PLZ;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21160;PLZKIM-Zone5-Zone5;PLZ;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21161;PLZKLD-Zone5-Zone5;PLZ;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21162;PLZNLP-Zone5-Zone5;PLZ;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21163;PLZPLZ-Zone5-Zone5;PLZ;PLZ;Zone 5;Zone 5;3.41;1300;1001;3000;A
21164;PLZPTG-Zone5-Zone5;PLZ;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21165;PTGBFN-Zone5-Zone5;PTG;BFN;Zone 5;Zone 5;0;1000;1001;3000;A
21166;PTGCPT-Zone5-Zone5;PTG;CPT;Zone 5;Zone 5;0;1000;1001;3000;A
21167;PTGDUR-Zone5-Zone5;PTG;DUR;Zone 5;Zone 5;0;1000;1001;3000;A
21168;PTGELS-Zone5-Zone5;PTG;ELS;Zone 5;Zone 5;0;1000;1001;3000;A
21169;PTGGRG-Zone5-Zone5;PTG;GRG;Zone 5;Zone 5;0;1000;1001;3000;A
21170;PTGJNB-Zone5-Zone5;PTG;JNB;Zone 5;Zone 5;0;1000;1001;3000;A
21171;PTGKIM-Zone5-Zone5;PTG;KIM;Zone 5;Zone 5;0;1000;1001;3000;A
21172;PTGKLD-Zone5-Zone5;PTG;KLD;Zone 5;Zone 5;0;1000;1001;3000;A
21173;PTGNLP-Zone5-Zone5;PTG;NLP;Zone 5;Zone 5;0;1000;1001;3000;A
21174;PTGPLZ-Zone5-Zone5;PTG;PLZ;Zone 5;Zone 5;0;1000;1001;3000;A
21175;PTGPTG-Zone5-Zone5;PTG;PTG;Zone 5;Zone 5;0;1000;1001;3000;A
21176;BFNBFN-Zone1-Zone1;BFN;BFN;Zone 1;Zone 1;0;0;3001;5000;A
21177;BFNCPT-Zone1-Zone1;BFN;CPT;Zone 1;Zone 1;0;0;3001;5000;A
21178;BFNDUR-Zone1-Zone1;BFN;DUR;Zone 1;Zone 1;0;0;3001;5000;A
21179;BFNELS-Zone1-Zone1;BFN;ELS;Zone 1;Zone 1;0;0;3001;5000;A
21180;BFNGRG-Zone1-Zone1;BFN;GRG;Zone 1;Zone 1;0;0;3001;5000;A
21181;BFNJNB-Zone1-Zone1;BFN;JNB;Zone 1;Zone 1;0;0;3001;5000;A
21182;BFNKIM-Zone1-Zone1;BFN;KIM;Zone 1;Zone 1;0;0;3001;5000;A
21183;BFNKLD-Zone1-Zone1;BFN;KLD;Zone 1;Zone 1;0;0;3001;5000;A
21184;BFNNLP-Zone1-Zone1;BFN;NLP;Zone 1;Zone 1;0;0;3001;5000;A
21185;BFNPLZ-Zone1-Zone1;BFN;PLZ;Zone 1;Zone 1;0;0;3001;5000;A
21186;BFNPTG-Zone1-Zone1;BFN;PTG;Zone 1;Zone 1;0;0;3001;5000;A
21187;CPTBFN-Zone1-Zone1;CPT;BFN;Zone 1;Zone 1;0;0;3001;5000;A
21188;CPTCPT-Zone1-Zone1;CPT;CPT;Zone 1;Zone 1;1.25;300;3001;5000;A
21189;CPTDUR-Zone1-Zone1;CPT;DUR;Zone 1;Zone 1;0;0;3001;5000;A
21190;CPTELS-Zone1-Zone1;CPT;ELS;Zone 1;Zone 1;0;0;3001;5000;A
21191;CPTGRG-Zone1-Zone1;CPT;GRG;Zone 1;Zone 1;0;0;3001;5000;A
21192;CPTJNB-Zone1-Zone1;CPT;JNB;Zone 1;Zone 1;0;0;3001;5000;A
21193;CPTKIM-Zone1-Zone1;CPT;KIM;Zone 1;Zone 1;0;0;3001;5000;A
21194;CPTKLD-Zone1-Zone1;CPT;KLD;Zone 1;Zone 1;0;0;3001;5000;A
21195;CPTNLP-Zone1-Zone1;CPT;NLP;Zone 1;Zone 1;0;0;3001;5000;A
21196;CPTPLZ-Zone1-Zone1;CPT;PLZ;Zone 1;Zone 1;0;0;3001;5000;A
21197;CPTPTG-Zone1-Zone1;CPT;PTG;Zone 1;Zone 1;0;0;3001;5000;A
21198;DURBFN-Zone1-Zone1;DUR;BFN;Zone 1;Zone 1;0;0;3001;5000;A
