id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
12820;PTGGRG-Zone 1-Zone 2;PTG;GRG;Zone 1;Zone 2;2.46;3306;8001;99999999999;1.53;1506
12821;PTGJNB-Zone 1-Zone 2;PTG;JNB;Zone 1;Zone 2;1.53;1506;8001;99999999999;1.97;2341
12822;PTGKIM-Zone 1-Zone 2;PTG;KIM;Zone 1;Zone 2;1.97;2341;8001;99999999999;2.07;1806
12823;PTGKLD-Zone 1-Zone 2;PTG;KLD;Zone 1;Zone 2;2.07;1806;8001;99999999999;1.43;1506
12824;PTGNLP-Zone 1-Zone 2;PTG;NLP;Zone 1;Zone 2;1.43;1506;8001;99999999999;2.02;3006
12825;PTGPLZ-Zone 1-Zone 2;PTG;PLZ;Zone 1;Zone 2;2.02;3006;8001;99999999999;1.05;866
12826;PTGPTG-Zone 1-Zone 2;PTG;PTG;Zone 1;Zone 2;1.05;866;8001;99999999999;1.32;1172
12827;BFNBFN-Zone 2-Zone 2;BFN;BFN;Zone 2;Zone 2;1.32;1172;8001;99999999999;1.94;2412
12828;BFNCPT-Zone 2-Zone 2;BFN;CPT;Zone 2;Zone 2;1.94;2412;8001;99999999999;1.85;2112
12829;BFNDUR-Zone 2-Zone 2;BFN;DUR;Zone 2;Zone 2;1.85;2112;8001;99999999999;2.29;1912
12830;BFNELS-Zone 2-Zone 2;BFN;ELS;Zone 2;Zone 2;2.29;1912;8001;99999999999;2.39;2112
12831;BFNGRG-Zone 2-Zone 2;BFN;GRG;Zone 2;Zone 2;2.39;2112;8001;99999999999;1.85;2112
12832;BFNJNB-Zone 2-Zone 2;BFN;JNB;Zone 2;Zone 2;1.85;2112;8001;99999999999;1.75;1412
12833;BFNKIM-Zone 2-Zone 2;BFN;KIM;Zone 2;Zone 2;1.75;1412;8001;99999999999;1.8;1612
12834;BFNKLD-Zone 2-Zone 2;BFN;KLD;Zone 2;Zone 2;1.8;1612;8001;99999999999;1.99;2112
12835;BFNNLP-Zone 2-Zone 2;BFN;NLP;Zone 2;Zone 2;1.99;2112;8001;99999999999;2.24;1912
12836;BFNPLZ-Zone 2-Zone 2;BFN;PLZ;Zone 2;Zone 2;2.24;1912;8001;99999999999;1.99;2612
12837;BFNPTG-Zone 2-Zone 2;BFN;PTG;Zone 2;Zone 2;1.99;2612;8001;99999999999;1.94;2412
12838;CPTBFN-Zone 2-Zone 2;CPT;BFN;Zone 2;Zone 2;1.94;2412;8001;99999999999;0.47;494
12839;CPTCPT-Zone 2-Zone 2;CPT;CPT;Zone 2;Zone 2;0.47;494;8001;99999999999;1.89;2762
12840;CPTDUR-Zone 2-Zone 2;CPT;DUR;Zone 2;Zone 2;1.89;2762;8001;99999999999;2.24;2912
12841;CPTELS-Zone 2-Zone 2;CPT;ELS;Zone 2;Zone 2;2.24;2912;8001;99999999999;2.53;2012
12842;CPTGRG-Zone 2-Zone 2;CPT;GRG;Zone 2;Zone 2;2.53;2012;8001;99999999999;2.25;2647
12843;CPTJNB-Zone 2-Zone 2;CPT;JNB;Zone 2;Zone 2;2.25;2647;8001;99999999999;2.39;2412
12844;CPTKIM-Zone 2-Zone 2;CPT;KIM;Zone 2;Zone 2;2.39;2412;8001;99999999999;2.04;1612
12845;CPTKLD-Zone 2-Zone 2;CPT;KLD;Zone 2;Zone 2;2.04;1612;8001;99999999999;2.49;3312
12846;CPTNLP-Zone 2-Zone 2;CPT;NLP;Zone 2;Zone 2;2.49;3312;8001;99999999999;2.29;2647
12847;CPTPLZ-Zone 2-Zone 2;CPT;PLZ;Zone 2;Zone 2;2.29;2647;8001;99999999999;2.49;3312
12848;CPTPTG-Zone 2-Zone 2;CPT;PTG;Zone 2;Zone 2;2.49;3312;8001;99999999999;1.85;2112
12849;DURBFN-Zone 2-Zone 2;DUR;BFN;Zone 2;Zone 2;1.85;2112;8001;99999999999;1.89;2762
12850;DURCPT-Zone 2-Zone 2;DUR;CPT;Zone 2;Zone 2;1.89;2762;8001;99999999999;0.47;494
12851;DURDUR-Zone 2-Zone 2;DUR;DUR;Zone 2;Zone 2;0.47;494;8001;99999999999;2.04;2112
12852;DURELS-Zone 2-Zone 2;DUR;ELS;Zone 2;Zone 2;2.04;2112;8001;99999999999;2.44;2762
12853;DURGRG-Zone 2-Zone 2;DUR;GRG;Zone 2;Zone 2;2.44;2762;8001;99999999999;1.15;1713
12854;DURJNB-Zone 2-Zone 2;DUR;JNB;Zone 2;Zone 2;1.15;1713;8001;99999999999;2.49;2312
12855;DURKIM-Zone 2-Zone 2;DUR;KIM;Zone 2;Zone 2;2.49;2312;8001;99999999999;2.24;2112
12856;DURKLD-Zone 2-Zone 2;DUR;KLD;Zone 2;Zone 2;2.24;2112;8001;99999999999;2.34;2112
12857;DURNLP-Zone 2-Zone 2;DUR;NLP;Zone 2;Zone 2;2.34;2112;8001;99999999999;2.09;2412
12858;DURPLZ-Zone 2-Zone 2;DUR;PLZ;Zone 2;Zone 2;2.09;2412;8001;99999999999;2.34;2612
12859;DURPTG-Zone 2-Zone 2;DUR;PTG;Zone 2;Zone 2;2.34;2612;8001;99999999999;2.29;1912
12860;ELSBFN-Zone 2-Zone 2;ELS;BFN;Zone 2;Zone 2;2.29;1912;8001;99999999999;2.24;2912
12861;ELSCPT-Zone 2-Zone 2;ELS;CPT;Zone 2;Zone 2;2.24;2912;8001;99999999999;2.04;2112
12862;ELSDUR-Zone 2-Zone 2;ELS;DUR;Zone 2;Zone 2;2.04;2112;8001;99999999999;1.42;1172
12863;ELSELS-Zone 2-Zone 2;ELS;ELS;Zone 2;Zone 2;1.42;1172;8001;99999999999;2.24;1612
12864;ELSGRG-Zone 2-Zone 2;ELS;GRG;Zone 2;Zone 2;2.24;1612;8001;99999999999;2.39;2912
12865;ELSJNB-Zone 2-Zone 2;ELS;JNB;Zone 2;Zone 2;2.39;2912;8001;99999999999;2.88;2112
12866;ELSKIM-Zone 2-Zone 2;ELS;KIM;Zone 2;Zone 2;2.88;2112;8001;99999999999;2.44;2647
12867;ELSKLD-Zone 2-Zone 2;ELS;KLD;Zone 2;Zone 2;2.44;2647;8001;99999999999;2.73;3312
12868;ELSNLP-Zone 2-Zone 2;ELS;NLP;Zone 2;Zone 2;2.73;3312;8001;99999999999;1.75;1412
12869;ELSPLZ-Zone 2-Zone 2;ELS;PLZ;Zone 2;Zone 2;1.75;1412;8001;99999999999;2.78;3312
12870;ELSPTG-Zone 2-Zone 2;ELS;PTG;Zone 2;Zone 2;2.78;3312;8001;99999999999;2.39;2112
12871;GRGBFN-Zone 2-Zone 2;GRG;BFN;Zone 2;Zone 2;2.39;2112;8001;99999999999;2.53;2012
12872;GRGCPT-Zone 2-Zone 2;GRG;CPT;Zone 2;Zone 2;2.53;2012;8001;99999999999;2.44;2762
12873;GRGDUR-Zone 2-Zone 2;GRG;DUR;Zone 2;Zone 2;2.44;2762;8001;99999999999;2.24;1612
12874;GRGELS-Zone 2-Zone 2;GRG;ELS;Zone 2;Zone 2;2.24;1612;8001;99999999999;1.42;1172
12875;GRGGRG-Zone 2-Zone 2;GRG;GRG;Zone 2;Zone 2;1.42;1172;8001;99999999999;2.66;3112
12876;GRGJNB-Zone 2-Zone 2;GRG;JNB;Zone 2;Zone 2;2.66;3112;8001;99999999999;2.58;2412
12877;GRGKIM-Zone 2-Zone 2;GRG;KIM;Zone 2;Zone 2;2.58;2412;8001;99999999999;2.66;2647
12878;GRGKLD-Zone 2-Zone 2;GRG;KLD;Zone 2;Zone 2;2.66;2647;8001;99999999999;2.73;3612
12879;GRGNLP-Zone 2-Zone 2;GRG;NLP;Zone 2;Zone 2;2.73;3612;8001;99999999999;2.24;1612
12880;GRGPLZ-Zone 2-Zone 2;GRG;PLZ;Zone 2;Zone 2;2.24;1612;8001;99999999999;2.78;3612
12881;GRGPTG-Zone 2-Zone 2;GRG;PTG;Zone 2;Zone 2;2.78;3612;8001;99999999999;1.85;2112
12882;JNBBFN-Zone 2-Zone 2;JNB;BFN;Zone 2;Zone 2;1.85;2112;8001;99999999999;2.25;2647
12883;JNBCPT-Zone 2-Zone 2;JNB;CPT;Zone 2;Zone 2;2.25;2647;8001;99999999999;1.15;1713
12884;JNBDUR-Zone 2-Zone 2;JNB;DUR;Zone 2;Zone 2;1.15;1713;8001;99999999999;2.39;2912
12885;JNBELS-Zone 2-Zone 2;JNB;ELS;Zone 2;Zone 2;2.39;2912;8001;99999999999;2.66;3112
12886;JNBGRG-Zone 2-Zone 2;JNB;GRG;Zone 2;Zone 2;2.66;3112;8001;99999999999;0.47;494
12887;JNBJNB-Zone 2-Zone 2;JNB;JNB;Zone 2;Zone 2;0.47;494;8001;99999999999;2.29;2312
12888;JNBKIM-Zone 2-Zone 2;JNB;KIM;Zone 2;Zone 2;2.29;2312;8001;99999999999;1.75;1612
12889;JNBKLD-Zone 2-Zone 2;JNB;KLD;Zone 2;Zone 2;1.75;1612;8001;99999999999;1.85;1412
12890;JNBNLP-Zone 2-Zone 2;JNB;NLP;Zone 2;Zone 2;1.85;1412;8001;99999999999;2.25;2647
12891;JNBPLZ-Zone 2-Zone 2;JNB;PLZ;Zone 2;Zone 2;2.25;2647;8001;99999999999;1.85;1812
12892;JNBPTG-Zone 2-Zone 2;JNB;PTG;Zone 2;Zone 2;1.85;1812;8001;99999999999;1.75;1412
12893;KIMBFN-Zone 2-Zone 2;KIM;BFN;Zone 2;Zone 2;1.75;1412;8001;99999999999;2.39;2412
12894;KIMCPT-Zone 2-Zone 2;KIM;CPT;Zone 2;Zone 2;2.39;2412;8001;99999999999;2.49;2312
12895;KIMDUR-Zone 2-Zone 2;KIM;DUR;Zone 2;Zone 2;2.49;2312;8001;99999999999;2.88;2112
12896;KIMELS-Zone 2-Zone 2;KIM;ELS;Zone 2;Zone 2;2.88;2112;8001;99999999999;2.58;2412
12897;KIMGRG-Zone 2-Zone 2;KIM;GRG;Zone 2;Zone 2;2.58;2412;8001;99999999999;2.29;2312
12898;KIMJNB-Zone 2-Zone 2;KIM;JNB;Zone 2;Zone 2;2.29;2312;8001;99999999999;1.42;1172
12899;KIMKIM-Zone 2-Zone 2;KIM;KIM;Zone 2;Zone 2;1.42;1172;8001;99999999999;2.53;1612
12900;KIMKLD-Zone 2-Zone 2;KIM;KLD;Zone 2;Zone 2;2.53;1612;8001;99999999999;2.53;2647
12901;KIMNLP-Zone 2-Zone 2;KIM;NLP;Zone 2;Zone 2;2.53;2647;8001;99999999999;2.49;2112
12902;KIMPLZ-Zone 2-Zone 2;KIM;PLZ;Zone 2;Zone 2;2.49;2112;8001;99999999999;2.29;2647
12903;KIMPTG-Zone 2-Zone 2;KIM;PTG;Zone 2;Zone 2;2.29;2647;8001;99999999999;1.8;1612
12904;KLDBFN-Zone 2-Zone 2;KLD;BFN;Zone 2;Zone 2;1.8;1612;8001;99999999999;2.04;1612
12905;KLDCPT-Zone 2-Zone 2;KLD;CPT;Zone 2;Zone 2;2.04;1612;8001;99999999999;2.24;2112
12906;KLDDUR-Zone 2-Zone 2;KLD;DUR;Zone 2;Zone 2;2.24;2112;8001;99999999999;2.44;2647
12907;KLDELS-Zone 2-Zone 2;KLD;ELS;Zone 2;Zone 2;2.44;2647;8001;99999999999;2.66;2647
12908;KLDGRG-Zone 2-Zone 2;KLD;GRG;Zone 2;Zone 2;2.66;2647;8001;99999999999;1.75;1612
12909;KLDJNB-Zone 2-Zone 2;KLD;JNB;Zone 2;Zone 2;1.75;1612;8001;99999999999;2.53;1612
12910;KLDKIM-Zone 2-Zone 2;KLD;KIM;Zone 2;Zone 2;2.53;1612;8001;99999999999;1.32;1172
12911;KLDKLD-Zone 2-Zone 2;KLD;KLD;Zone 2;Zone 2;1.32;1172;8001;99999999999;2.44;2112
12912;KLDNLP-Zone 2-Zone 2;KLD;NLP;Zone 2;Zone 2;2.44;2112;8001;99999999999;1.89;2647
12913;KLDPLZ-Zone 2-Zone 2;KLD;PLZ;Zone 2;Zone 2;1.89;2647;8001;99999999999;2.39;2112
12914;KLDPTG-Zone 2-Zone 2;KLD;PTG;Zone 2;Zone 2;2.39;2112;8001;99999999999;1.99;2112
12915;NLPBFN-Zone 2-Zone 2;NLP;BFN;Zone 2;Zone 2;1.99;2112;8001;99999999999;2.49;3312
12916;NLPCPT-Zone 2-Zone 2;NLP;CPT;Zone 2;Zone 2;2.49;3312;8001;99999999999;2.34;2112
12917;NLPDUR-Zone 2-Zone 2;NLP;DUR;Zone 2;Zone 2;2.34;2112;8001;99999999999;2.73;3312
12918;NLPELS-Zone 2-Zone 2;NLP;ELS;Zone 2;Zone 2;2.73;3312;8001;99999999999;2.73;3612
12919;NLPGRG-Zone 2-Zone 2;NLP;GRG;Zone 2;Zone 2;2.73;3612;8001;99999999999;1.85;1412
12920;NLPJNB-Zone 2-Zone 2;NLP;JNB;Zone 2;Zone 2;1.85;1412;8001;99999999999;2.53;2647
12921;NLPKIM-Zone 2-Zone 2;NLP;KIM;Zone 2;Zone 2;2.53;2647;8001;99999999999;2.44;2112
12922;NLPKLD-Zone 2-Zone 2;NLP;KLD;Zone 2;Zone 2;2.44;2112;8001;99999999999;1.37;1172
12923;NLPNLP-Zone 2-Zone 2;NLP;NLP;Zone 2;Zone 2;1.37;1172;8001;99999999999;2.29;3312
12924;NLPPLZ-Zone 2-Zone 2;NLP;PLZ;Zone 2;Zone 2;2.29;3312;8001;99999999999;1.75;1812
12925;NLPPTG-Zone 2-Zone 2;NLP;PTG;Zone 2;Zone 2;1.75;1812;8001;99999999999;2.24;1912
12926;PLZBFN-Zone 2-Zone 2;PLZ;BFN;Zone 2;Zone 2;2.24;1912;8001;99999999999;2.29;2647
12927;PLZCPT-Zone 2-Zone 2;PLZ;CPT;Zone 2;Zone 2;2.29;2647;8001;99999999999;2.09;2412
12928;PLZDUR-Zone 2-Zone 2;PLZ;DUR;Zone 2;Zone 2;2.09;2412;8001;99999999999;1.75;1412
12929;PLZELS-Zone 2-Zone 2;PLZ;ELS;Zone 2;Zone 2;1.75;1412;8001;99999999999;2.24;1612
12930;PLZGRG-Zone 2-Zone 2;PLZ;GRG;Zone 2;Zone 2;2.24;1612;8001;99999999999;2.25;2647
12931;PLZJNB-Zone 2-Zone 2;PLZ;JNB;Zone 2;Zone 2;2.25;2647;8001;99999999999;2.49;2112
12932;PLZKIM-Zone 2-Zone 2;PLZ;KIM;Zone 2;Zone 2;2.49;2112;8001;99999999999;1.89;2647
12933;PLZKLD-Zone 2-Zone 2;PLZ;KLD;Zone 2;Zone 2;1.89;2647;8001;99999999999;2.29;3312
12934;PLZNLP-Zone 2-Zone 2;PLZ;NLP;Zone 2;Zone 2;2.29;3312;8001;99999999999;0.47;494
12935;PLZPLZ-Zone 2-Zone 2;PLZ;PLZ;Zone 2;Zone 2;0.47;494;8001;99999999999;2.34;3312
12936;PLZPTG-Zone 2-Zone 2;PLZ;PTG;Zone 2;Zone 2;2.34;3312;8001;99999999999;1.99;2612
12937;PTGBFN-Zone 2-Zone 2;PTG;BFN;Zone 2;Zone 2;1.99;2612;8001;99999999999;2.49;3312
12938;PTGCPT-Zone 2-Zone 2;PTG;CPT;Zone 2;Zone 2;2.49;3312;8001;99999999999;2.34;2612
12939;PTGDUR-Zone 2-Zone 2;PTG;DUR;Zone 2;Zone 2;2.34;2612;8001;99999999999;2.78;3312
12940;PTGELS-Zone 2-Zone 2;PTG;ELS;Zone 2;Zone 2;2.78;3312;8001;99999999999;2.78;3612
12941;PTGGRG-Zone 2-Zone 2;PTG;GRG;Zone 2;Zone 2;2.78;3612;8001;99999999999;1.85;1812
12942;PTGJNB-Zone 2-Zone 2;PTG;JNB;Zone 2;Zone 2;1.85;1812;8001;99999999999;2.29;2647
12943;PTGKIM-Zone 2-Zone 2;PTG;KIM;Zone 2;Zone 2;2.29;2647;8001;99999999999;2.39;2112
12944;PTGKLD-Zone 2-Zone 2;PTG;KLD;Zone 2;Zone 2;2.39;2112;8001;99999999999;1.75;1812
12945;PTGNLP-Zone 2-Zone 2;PTG;NLP;Zone 2;Zone 2;1.75;1812;8001;99999999999;2.34;3312
12946;PTGPLZ-Zone 2-Zone 2;PTG;PLZ;Zone 2;Zone 2;2.34;3312;8001;99999999999;1.37;1172
12947;PTGPTG-Zone 2-Zone 2;PTG;PTG;Zone 2;Zone 2;1.37;1172;8001;99999999999;1.69;1508
12948;BFNBFN-Zone 3-Zone 2;BFN;BFN;Zone 3;Zone 2;1.69;1508;8001;99999999999;2.31;2748
12949;BFNCPT-Zone 3-Zone 2;BFN;CPT;Zone 3;Zone 2;2.31;2748;8001;99999999999;2.22;2448
12950;BFNDUR-Zone 3-Zone 2;BFN;DUR;Zone 3;Zone 2;2.22;2448;8001;99999999999;2.66;2248
12951;BFNELS-Zone 3-Zone 2;BFN;ELS;Zone 3;Zone 2;2.66;2248;8001;99999999999;2.76;2448
12952;BFNGRG-Zone 3-Zone 2;BFN;GRG;Zone 3;Zone 2;2.76;2448;8001;99999999999;2.22;2448
12953;BFNJNB-Zone 3-Zone 2;BFN;JNB;Zone 3;Zone 2;2.22;2448;8001;99999999999;2.12;1748
12954;BFNKIM-Zone 3-Zone 2;BFN;KIM;Zone 3;Zone 2;2.12;1748;8001;99999999999;2.17;1948
12955;BFNKLD-Zone 3-Zone 2;BFN;KLD;Zone 3;Zone 2;2.17;1948;8001;99999999999;2.36;2448
12956;BFNNLP-Zone 3-Zone 2;BFN;NLP;Zone 3;Zone 2;2.36;2448;8001;99999999999;2.61;2248
12957;BFNPLZ-Zone 3-Zone 2;BFN;PLZ;Zone 3;Zone 2;2.61;2248;8001;99999999999;2.36;2948
12958;BFNPTG-Zone 3-Zone 2;BFN;PTG;Zone 3;Zone 2;2.36;2948;8001;99999999999;2.31;2748
12959;CPTBFN-Zone 3-Zone 2;CPT;BFN;Zone 3;Zone 2;2.31;2748;8001;99999999999;0.74;764
12960;CPTCPT-Zone 3-Zone 2;CPT;CPT;Zone 3;Zone 2;0.74;764;8001;99999999999;2.26;3098
12961;CPTDUR-Zone 3-Zone 2;CPT;DUR;Zone 3;Zone 2;2.26;3098;8001;99999999999;2.61;3248
12962;CPTELS-Zone 3-Zone 2;CPT;ELS;Zone 3;Zone 2;2.61;3248;8001;99999999999;2.9;2348
12963;CPTGRG-Zone 3-Zone 2;CPT;GRG;Zone 3;Zone 2;2.9;2348;8001;99999999999;2.62;2983
12964;CPTJNB-Zone 3-Zone 2;CPT;JNB;Zone 3;Zone 2;2.62;2983;8001;99999999999;2.76;2748
12965;CPTKIM-Zone 3-Zone 2;CPT;KIM;Zone 3;Zone 2;2.76;2748;8001;99999999999;2.41;1948
12966;CPTKLD-Zone 3-Zone 2;CPT;KLD;Zone 3;Zone 2;2.41;1948;8001;99999999999;2.86;3648
12967;CPTNLP-Zone 3-Zone 2;CPT;NLP;Zone 3;Zone 2;2.86;3648;8001;99999999999;2.66;2983
12968;CPTPLZ-Zone 3-Zone 2;CPT;PLZ;Zone 3;Zone 2;2.66;2983;8001;99999999999;2.86;3648
12969;CPTPTG-Zone 3-Zone 2;CPT;PTG;Zone 3;Zone 2;2.86;3648;8001;99999999999;2.22;2448
12970;DURBFN-Zone 3-Zone 2;DUR;BFN;Zone 3;Zone 2;2.22;2448;8001;99999999999;2.26;3098
12971;DURCPT-Zone 3-Zone 2;DUR;CPT;Zone 3;Zone 2;2.26;3098;8001;99999999999;0.74;764
12972;DURDUR-Zone 3-Zone 2;DUR;DUR;Zone 3;Zone 2;0.74;764;8001;99999999999;2.41;2448
12973;DURELS-Zone 3-Zone 2;DUR;ELS;Zone 3;Zone 2;2.41;2448;8001;99999999999;2.81;3098
12974;DURGRG-Zone 3-Zone 2;DUR;GRG;Zone 3;Zone 2;2.81;3098;8001;99999999999;1.4;1937
12975;DURJNB-Zone 3-Zone 2;DUR;JNB;Zone 3;Zone 2;1.4;1937;8001;99999999999;2.86;2648
12976;DURKIM-Zone 3-Zone 2;DUR;KIM;Zone 3;Zone 2;2.86;2648;8001;99999999999;2.61;2448
12977;DURKLD-Zone 3-Zone 2;DUR;KLD;Zone 3;Zone 2;2.61;2448;8001;99999999999;2.71;2448
12978;DURNLP-Zone 3-Zone 2;DUR;NLP;Zone 3;Zone 2;2.71;2448;8001;99999999999;2.46;2748
12979;DURPLZ-Zone 3-Zone 2;DUR;PLZ;Zone 3;Zone 2;2.46;2748;8001;99999999999;2.71;2948
12980;DURPTG-Zone 3-Zone 2;DUR;PTG;Zone 3;Zone 2;2.71;2948;8001;99999999999;2.66;2248
12981;ELSBFN-Zone 3-Zone 2;ELS;BFN;Zone 3;Zone 2;2.66;2248;8001;99999999999;2.61;3248
12982;ELSCPT-Zone 3-Zone 2;ELS;CPT;Zone 3;Zone 2;2.61;3248;8001;99999999999;2.41;2448
12983;ELSDUR-Zone 3-Zone 2;ELS;DUR;Zone 3;Zone 2;2.41;2448;8001;99999999999;1.79;1508
12984;ELSELS-Zone 3-Zone 2;ELS;ELS;Zone 3;Zone 2;1.79;1508;8001;99999999999;2.61;1948
12985;ELSGRG-Zone 3-Zone 2;ELS;GRG;Zone 3;Zone 2;2.61;1948;8001;99999999999;2.76;3248
12986;ELSJNB-Zone 3-Zone 2;ELS;JNB;Zone 3;Zone 2;2.76;3248;8001;99999999999;3.25;2448
12987;ELSKIM-Zone 3-Zone 2;ELS;KIM;Zone 3;Zone 2;3.25;2448;8001;99999999999;2.81;2983
12988;ELSKLD-Zone 3-Zone 2;ELS;KLD;Zone 3;Zone 2;2.81;2983;8001;99999999999;3.1;3648
12989;ELSNLP-Zone 3-Zone 2;ELS;NLP;Zone 3;Zone 2;3.1;3648;8001;99999999999;2.12;1748
12990;ELSPLZ-Zone 3-Zone 2;ELS;PLZ;Zone 3;Zone 2;2.12;1748;8001;99999999999;3.15;3648
12991;ELSPTG-Zone 3-Zone 2;ELS;PTG;Zone 3;Zone 2;3.15;3648;8001;99999999999;2.76;2448
12992;GRGBFN-Zone 3-Zone 2;GRG;BFN;Zone 3;Zone 2;2.76;2448;8001;99999999999;2.9;2348
12993;GRGCPT-Zone 3-Zone 2;GRG;CPT;Zone 3;Zone 2;2.9;2348;8001;99999999999;2.81;3098
12994;GRGDUR-Zone 3-Zone 2;GRG;DUR;Zone 3;Zone 2;2.81;3098;8001;99999999999;2.61;1948
12995;GRGELS-Zone 3-Zone 2;GRG;ELS;Zone 3;Zone 2;2.61;1948;8001;99999999999;1.79;1508
12996;GRGGRG-Zone 3-Zone 2;GRG;GRG;Zone 3;Zone 2;1.79;1508;8001;99999999999;3.03;3448
12997;GRGJNB-Zone 3-Zone 2;GRG;JNB;Zone 3;Zone 2;3.03;3448;8001;99999999999;2.95;2748
12998;GRGKIM-Zone 3-Zone 2;GRG;KIM;Zone 3;Zone 2;2.95;2748;8001;99999999999;3.03;2983
12999;GRGKLD-Zone 3-Zone 2;GRG;KLD;Zone 3;Zone 2;3.03;2983;8001;99999999999;3.1;3948
13000;GRGNLP-Zone 3-Zone 2;GRG;NLP;Zone 3;Zone 2;3.1;3948;8001;99999999999;2.61;1948
13001;GRGPLZ-Zone 3-Zone 2;GRG;PLZ;Zone 3;Zone 2;2.61;1948;8001;99999999999;3.15;3948
13002;GRGPTG-Zone 3-Zone 2;GRG;PTG;Zone 3;Zone 2;3.15;3948;8001;99999999999;2.22;2448
13003;JNBBFN-Zone 3-Zone 2;JNB;BFN;Zone 3;Zone 2;2.22;2448;8001;99999999999;2.62;2983
13004;JNBCPT-Zone 3-Zone 2;JNB;CPT;Zone 3;Zone 2;2.62;2983;8001;99999999999;1.4;1937
13005;JNBDUR-Zone 3-Zone 2;JNB;DUR;Zone 3;Zone 2;1.4;1937;8001;99999999999;2.76;3248
13006;JNBELS-Zone 3-Zone 2;JNB;ELS;Zone 3;Zone 2;2.76;3248;8001;99999999999;3.03;3448
13007;JNBGRG-Zone 3-Zone 2;JNB;GRG;Zone 3;Zone 2;3.03;3448;8001;99999999999;0.74;764
13008;JNBJNB-Zone 3-Zone 2;JNB;JNB;Zone 3;Zone 2;0.74;764;8001;99999999999;2.66;2648
13009;JNBKIM-Zone 3-Zone 2;JNB;KIM;Zone 3;Zone 2;2.66;2648;8001;99999999999;2.12;1948
13010;JNBKLD-Zone 3-Zone 2;JNB;KLD;Zone 3;Zone 2;2.12;1948;8001;99999999999;2.22;1748
13011;JNBNLP-Zone 3-Zone 2;JNB;NLP;Zone 3;Zone 2;2.22;1748;8001;99999999999;2.62;2983
13012;JNBPLZ-Zone 3-Zone 2;JNB;PLZ;Zone 3;Zone 2;2.62;2983;8001;99999999999;2.22;2148
13013;JNBPTG-Zone 3-Zone 2;JNB;PTG;Zone 3;Zone 2;2.22;2148;8001;99999999999;2.12;1748
13014;KIMBFN-Zone 3-Zone 2;KIM;BFN;Zone 3;Zone 2;2.12;1748;8001;99999999999;2.76;2748
13015;KIMCPT-Zone 3-Zone 2;KIM;CPT;Zone 3;Zone 2;2.76;2748;8001;99999999999;2.86;2648
13016;KIMDUR-Zone 3-Zone 2;KIM;DUR;Zone 3;Zone 2;2.86;2648;8001;99999999999;3.25;2448
13017;KIMELS-Zone 3-Zone 2;KIM;ELS;Zone 3;Zone 2;3.25;2448;8001;99999999999;2.95;2748
13018;KIMGRG-Zone 3-Zone 2;KIM;GRG;Zone 3;Zone 2;2.95;2748;8001;99999999999;2.66;2648
13019;KIMJNB-Zone 3-Zone 2;KIM;JNB;Zone 3;Zone 2;2.66;2648;8001;99999999999;1.79;1508
13020;KIMKIM-Zone 3-Zone 2;KIM;KIM;Zone 3;Zone 2;1.79;1508;8001;99999999999;2.9;1948
13021;KIMKLD-Zone 3-Zone 2;KIM;KLD;Zone 3;Zone 2;2.9;1948;8001;99999999999;2.9;2983
13022;KIMNLP-Zone 3-Zone 2;KIM;NLP;Zone 3;Zone 2;2.9;2983;8001;99999999999;2.86;2448
13023;KIMPLZ-Zone 3-Zone 2;KIM;PLZ;Zone 3;Zone 2;2.86;2448;8001;99999999999;2.66;2983
13024;KIMPTG-Zone 3-Zone 2;KIM;PTG;Zone 3;Zone 2;2.66;2983;8001;99999999999;2.17;1948
13025;KLDBFN-Zone 3-Zone 2;KLD;BFN;Zone 3;Zone 2;2.17;1948;8001;99999999999;2.41;1948
13026;KLDCPT-Zone 3-Zone 2;KLD;CPT;Zone 3;Zone 2;2.41;1948;8001;99999999999;2.61;2448
13027;KLDDUR-Zone 3-Zone 2;KLD;DUR;Zone 3;Zone 2;2.61;2448;8001;99999999999;2.81;2983
13028;KLDELS-Zone 3-Zone 2;KLD;ELS;Zone 3;Zone 2;2.81;2983;8001;99999999999;3.03;2983
13029;KLDGRG-Zone 3-Zone 2;KLD;GRG;Zone 3;Zone 2;3.03;2983;8001;99999999999;2.12;1948
13030;KLDJNB-Zone 3-Zone 2;KLD;JNB;Zone 3;Zone 2;2.12;1948;8001;99999999999;2.9;1948
13031;KLDKIM-Zone 3-Zone 2;KLD;KIM;Zone 3;Zone 2;2.9;1948;8001;99999999999;1.69;1508
13032;KLDKLD-Zone 3-Zone 2;KLD;KLD;Zone 3;Zone 2;1.69;1508;8001;99999999999;2.81;2448
13033;KLDNLP-Zone 3-Zone 2;KLD;NLP;Zone 3;Zone 2;2.81;2448;8001;99999999999;2.26;2983
13034;KLDPLZ-Zone 3-Zone 2;KLD;PLZ;Zone 3;Zone 2;2.26;2983;8001;99999999999;2.76;2448
13035;KLDPTG-Zone 3-Zone 2;KLD;PTG;Zone 3;Zone 2;2.76;2448;8001;99999999999;2.36;2448
13036;NLPBFN-Zone 3-Zone 2;NLP;BFN;Zone 3;Zone 2;2.36;2448;8001;99999999999;2.86;3648
13037;NLPCPT-Zone 3-Zone 2;NLP;CPT;Zone 3;Zone 2;2.86;3648;8001;99999999999;2.71;2448
